epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
38,8031.34,0.70685,0.07805,0.05623,0.28301,0.01008,0,0.99252,0.99084,0.99399,0.92936,0.99069,0.98901,0.99387,0.99381,0.43257,0.02173,0.00883,0.13408,0.00844,0,0.00257599,0.00257599,0.00257599
39,8229.02,0.70653,0.0753,0.05774,0.28532,0.01011,0,0.99243,0.99163,0.99403,0.92938,0.9906,0.98979,0.99393,0.99387,0.43211,0.02167,0.00884,0.13293,0.00843,0,0.002554,0.002554,0.002554
40,8435.7,0.69694,0.07393,0.05511,0.28043,0.00993,0,0.99262,0.99202,0.994,0.92928,0.99079,0.99019,0.99391,0.99385,0.43142,0.0216,0.00877,0.13185,0.00842,0,0.00253155,0.00253155,0.00253155
41,8637.93,0.69537,0.07483,0.05493,0.2761,0.00993,0,0.99253,0.99163,0.9939,0.92941,0.99083,0.98976,0.9938,0.99374,0.43087,0.02153,0.00872,0.13213,0.00841,0,0.00250866,0.00250866,0.00250866
42,8839.74,0.69009,0.07191,0.05428,0.27171,0.00979,0,0.99188,0.9915,0.99406,0.92962,0.99023,0.98966,0.99395,0.99389,0.43047,0.02138,0.00867,0.13246,0.0084,0,0.00248533,0.00248533,0.00248533
43,9042.38,0.69111,0.0744,0.05411,0.27449,0.00979,0,0.99149,0.99155,0.99403,0.92987,0.98992,0.98934,0.99392,0.99386,0.42953,0.02125,0.00864,0.13272,0.00838,0,0.00246157,0.00246157,0.00246157
44,9247.88,0.68371,0.07115,0.054,0.27166,0.00969,0,0.99341,0.98979,0.99379,0.92987,0.99229,0.98783,0.99367,0.99361,0.42847,0.02116,0.00869,0.13149,0.00836,0,0.0024374,0.0024374,0.0024374
45,9453.14,0.68319,0.06995,0.05304,0.27108,0.00971,0,0.99348,0.99045,0.99392,0.93011,0.99181,0.98875,0.99379,0.99373,0.42781,0.02108,0.00869,0.13112,0.00835,0,0.00241283,0.00241283,0.00241283
46,9658.85,0.67893,0.06936,0.05265,0.26824,0.0096,0,0.99141,0.99136,0.99389,0.93087,0.99052,0.98822,0.99377,0.99371,0.4273,0.02098,0.00869,0.13168,0.00834,0,0.00238786,0.00238786,0.00238786
47,9870.65,0.67908,0.07005,0.05243,0.26959,0.00964,0,0.99215,0.99058,0.99376,0.9311,0.99054,0.98848,0.99363,0.99358,0.42708,0.0209,0.00869,0.13034,0.00834,0,0.00236251,0.00236251,0.00236251
48,10069.7,0.67198,0.06833,0.05146,0.26657,0.00951,0,0.99279,0.99044,0.99366,0.9312,0.99118,0.98835,0.99351,0.99347,0.42688,0.02081,0.00865,0.12998,0.00833,0,0.00233679,0.00233679,0.00233679
49,10275.8,0.67261,0.07031,0.05354,0.26728,0.00951,0,0.99369,0.9911,0.99365,0.93132,0.99172,0.98914,0.99352,0.99348,0.4259,0.0209,0.00893,0.1291,0.00831,0,0.0023107,0.0023107,0.0023107
50,10476.9,0.66837,0.06795,0.05221,0.26323,0.00946,0,0.99344,0.99109,0.99393,0.93144,0.9915,0.98901,0.99382,0.99378,0.42509,0.02083,0.00893,0.12841,0.0083,0,0.00228427,0.00228427,0.00228427
51,10684.1,0.66472,0.06574,0.05181,0.26213,0.00943,0,0.99384,0.99097,0.99382,0.9315,0.99187,0.98901,0.9937,0.99366,0.42476,0.02071,0.00891,0.12959,0.00829,0,0.0022575,0.0022575,0.0022575
52,10883.8,0.66298,0.06791,0.05256,0.25839,0.00938,0,0.99217,0.99202,0.99384,0.93276,0.99021,0.99005,0.99371,0.99368,0.42388,0.0206,0.00884,0.12915,0.00827,0,0.0022304,0.0022304,0.0022304
53,11089.8,0.6614,0.06621,0.05171,0.25909,0.00936,0,0.99345,0.9921,0.99392,0.93302,0.99148,0.99014,0.9938,0.99377,0.42291,0.02038,0.00874,0.12742,0.00826,0,0.00220299,0.00220299,0.00220299
54,11296.2,0.66093,0.06756,0.05162,0.2601,0.00932,0,0.99319,0.99226,0.99389,0.93334,0.99122,0.9903,0.99378,0.99374,0.42226,0.0203,0.00874,0.12728,0.00824,0,0.00217528,0.00217528,0.00217528
55,11504.1,0.6549,0.06602,0.05003,0.25503,0.00925,0,0.99274,0.99267,0.99383,0.9342,0.99071,0.99081,0.9937,0.99368,0.42107,0.02021,0.00876,0.12662,0.00822,0,0.00214728,0.00214728,0.00214728
56,11710.3,0.65455,0.06456,0.05024,0.25636,0.00928,0,0.99035,0.99346,0.99366,0.9342,0.98841,0.99149,0.99353,0.99351,0.42045,0.02008,0.0087,0.12703,0.00821,0,0.002119,0.002119,0.002119
57,11908.9,0.65061,0.06467,0.0507,0.25486,0.00916,0,0.99188,0.99346,0.9938,0.93447,0.98969,0.99193,0.9937,0.99367,0.41959,0.01998,0.0087,0.12603,0.00819,0,0.00209046,0.00209046,0.00209046
58,12112.4,0.64898,0.06185,0.04885,0.2563,0.00918,0,0.99255,0.99351,0.99368,0.93448,0.99059,0.99155,0.99357,0.99355,0.41887,0.01997,0.00873,0.12555,0.00818,0,0.00206166,0.00206166,0.00206166
59,12316,0.64695,0.06372,0.04979,0.24953,0.00917,0,0.99265,0.9932,0.99359,0.93409,0.99068,0.99123,0.99346,0.99344,0.41795,0.01986,0.00866,0.12568,0.00816,0,0.00203263,0.00203263,0.00203263
60,12520.3,0.64505,0.06421,0.04915,0.24808,0.00907,6e-05,0.99319,0.99193,0.99352,0.93434,0.99122,0.98996,0.99338,0.99336,0.41724,0.01995,0.0084,0.12561,0.00815,0,0.00200337,0.00200337,0.00200337
61,12725.4,0.63723,0.06038,0.04911,0.2492,0.00899,0,0.99345,0.99204,0.99336,0.93488,0.99164,0.99019,0.99323,0.9932,0.41623,0.01985,0.00838,0.12524,0.00813,0,0.00197389,0.00197389,0.00197389
