epoch,stage,lr,landm_weight,train_time_s,train_loss,train_reg,train_cls,train_landm,train_nme,train_acc,train_landm_acc,train_landm_acc_eyeL,train_landm_acc_eyeR,train_landm_acc_nose,train_landm_acc_mouthL,train_landm_acc_mouthR,train_pos_precision,train_pos_recall,train_pos_f1,train_neg_precision,train_neg_recall,val_time_s,val_loss,val_reg,val_cls,val_landm,val_nme,val_acc,val_landm_acc,val_landm_acc_eyeL,val_landm_acc_eyeR,val_landm_acc_nose,val_landm_acc_mouthL,val_landm_acc_mouthR,val_pos_precision,val_pos_recall,val_pos_f1,val_neg_precision,val_neg_recall,val_map50,val_map75,val_map
59,2,6.850690776699571e-06,1.0,341.4,10.56317,0.208731,0.583304,9.562405,0.031251,0.999582,0.96428,0.970145,0.969839,0.955781,0.963998,0.961638,0.917569,0.86649,0.891298,0.999735,0.999846,33.6,10.809461,0.208394,0.583119,9.809553,0.031032,0.999592,0.963791,0.969285,0.969224,0.955856,0.962518,0.962073,0.919576,0.870024,0.894114,0.999742,0.999849,,,
60,2,6.749627515511442e-06,1.0,317.5,10.522208,0.208263,0.581854,9.523829,0.031113,0.999584,0.964242,0.969969,0.969922,0.955733,0.963451,0.962134,0.917829,0.867371,0.891887,0.999737,0.999846,33.9,10.711952,0.207485,0.583832,9.713149,0.030684,0.999594,0.964109,0.970007,0.96945,0.956082,0.962688,0.962321,0.916693,0.874521,0.895111,0.999751,0.999842,,,
61,2,6.647742972233703e-06,1.0,329.2,10.481534,0.207419,0.580536,9.48616,0.030992,0.999584,0.964439,0.97049,0.970214,0.956241,0.963957,0.961292,0.917628,0.867517,0.891869,0.999738,0.999846,34.0,10.700921,0.206798,0.581845,9.70548,0.030685,0.999592,0.964222,0.970041,0.969686,0.956138,0.962891,0.962355,0.920042,0.86972,0.894174,0.999741,0.99985,,,
62,2,6.545084971874738e-06,1.0,333.1,10.464108,0.207776,0.580014,9.468542,0.030915,0.999584,0.964975,0.970872,0.970433,0.956653,0.964516,0.962402,0.917381,0.86759,0.891791,0.999738,0.999845,34.0,10.675377,0.207929,0.583306,9.676213,0.030553,0.999593,0.964662,0.970345,0.970137,0.95695,0.963477,0.9624,0.916947,0.873464,0.894677,0.999749,0.999843,,,
63,2,6.441701702506754e-06,1.0,326.1,10.41197,0.20636,0.578953,9.420296,0.030775,0.999584,0.965315,0.970699,0.970688,0.956986,0.965251,0.962953,0.917695,0.867373,0.891825,0.999737,0.999846,34.0,10.728508,0.206464,0.581411,9.73417,0.030816,0.999593,0.964509,0.970413,0.969653,0.956769,0.963353,0.962355,0.917493,0.873262,0.894831,0.999748,0.999844,,,
64,2,6.337641692646105e-06,1.0,322.9,10.38837,0.206296,0.578671,9.397107,0.030663,0.999583,0.965412,0.971345,0.970497,0.957141,0.964979,0.963101,0.917967,0.866847,0.891675,0.999736,0.999847,33.7,10.578868,0.205877,0.579667,9.587448,0.030247,0.999595,0.965003,0.970751,0.970295,0.957863,0.963274,0.962828,0.917276,0.874386,0.895318,0.999751,0.999843,,,
65,2,6.232953788473811e-06,1.0,322.0,10.346004,0.206167,0.576907,9.356764,0.030531,0.999586,0.96554,0.970826,0.971052,0.957745,0.964646,0.963432,0.917955,0.868071,0.892317,0.999739,0.999846,34.2,10.584756,0.205404,0.580065,9.593881,0.030275,0.999594,0.965145,0.970886,0.970081,0.957457,0.963962,0.963336,0.920643,0.870091,0.894653,0.999742,0.999851,,,
66,2,6.127687130906972e-06,1.0,318.6,10.320048,0.205775,0.576512,9.331987,0.030438,0.999588,0.965963,0.971331,0.970744,0.958775,0.965626,0.963341,0.9184,0.868601,0.892806,0.99974,0.999847,34.1,10.53186,0.204969,0.577744,9.544177,0.030111,0.999596,0.965228,0.970796,0.97034,0.957897,0.963579,0.963528,0.917922,0.874217,0.895537,0.99975,0.999845,,,
67,2,6.021891132531825e-06,1.0,346.7,10.284587,0.204867,0.575161,9.299692,0.030363,0.999586,0.96594,0.97127,0.970989,0.957886,0.96647,0.963086,0.918248,0.868139,0.892491,0.999739,0.999847,36.6,10.498935,0.205225,0.578804,9.509681,0.029977,0.999594,0.965713,0.971168,0.970487,0.9589,0.96456,0.963449,0.918277,0.872924,0.895027,0.999748,0.999846,,,
68,2,5.9156154544092805e-06,1.0,339.0,10.262784,0.204254,0.574416,9.27986,0.030264,0.999587,0.966279,0.971067,0.971801,0.958611,0.965784,0.964133,0.918744,0.867928,0.892613,0.999738,0.999848,34.4,10.527874,0.204493,0.576013,9.542876,0.030108,0.999597,0.965609,0.970785,0.970713,0.958607,0.96412,0.963821,0.91746,0.875139,0.8958,0.999752,0.999844,,,
69,2,5.808909982763825e-06,1.0,320.9,10.236725,0.204413,0.573633,9.254265,0.030179,0.999586,0.966274,0.971788,0.971222,0.958826,0.966028,0.963506,0.918186,0.867742,0.892252,0.999738,0.999847,34.4,10.443869,0.203899,0.576506,9.459565,0.029803,0.999596,0.965903,0.971134,0.970724,0.958968,0.964707,0.963979,0.91802,0.874352,0.895654,0.999751,0.999845,,,
70,2,5.701824805566723e-06,1.0,333.3,10.206765,0.204221,0.572441,9.225883,0.030095,0.999589,0.966788,0.971776,0.971274,0.959825,0.96629,0.964777,0.918777,0.86898,0.893185,0.99974,0.999848,34.2,10.52681,0.2033,0.575892,9.544317,0.030174,0.999596,0.965808,0.970999,0.970634,0.95863,0.964481,0.964295,0.918258,0.873835,0.895496,0.99975,0.999846,,,
71,2,5.594410189024533e-06,1.0,334.8,10.176764,0.203259,0.571685,9.198559,0.029993,0.999587,0.966673,0.971183,0.972358,0.959548,0.966194,0.964082,0.918027,0.868927,0.892802,0.99974,0.999846,35.2,10.389945,0.204149,0.576141,9.405506,0.02963,0.999595,0.966252,0.971315,0.970983,0.959825,0.965045,0.964092,0.920048,0.871339,0.895031,0.999745,0.99985,,,
72,2,5.486716553983949e-06,1.0,330.7,10.153304,0.202667,0.570149,9.177822,0.029914,0.999589,0.966967,0.972409,0.971346,0.959689,0.967151,0.96424,0.919143,0.868713,0.893217,0.99974,0.999849,33.9,10.396232,0.202612,0.573644,9.417364,0.029673,0.999596,0.966444,0.971687,0.971017,0.95978,0.964898,0.964836,0.919816,0.872081,0.895313,0.999746,0.999849,,,
73,2,5.378794452264054e-06,1.0,320.8,10.140557,0.202669,0.570416,9.164802,0.029865,0.999588,0.967233,0.972694,0.97167,0.960158,0.966463,0.965179,0.918552,0.868941,0.893058,0.99974,0.999847,34.4,10.38342,0.203026,0.572396,9.404972,0.029621,0.9996,0.966609,0.971698,0.971276,0.960456,0.964831,0.96478,0.916284,0.878231,0.896854,0.999758,0.999841,,,
74,2,5.270694542927089e-06,1.0,322.6,10.108315,0.201595,0.570292,9.134834,0.029778,0.999588,0.967195,0.972595,0.971561,0.960096,0.96678,0.964945,0.918776,0.868654,0.893012,0.99974,0.999848,33.8,10.321429,0.201596,0.572974,9.345263,0.029436,0.999597,0.9666,0.971585,0.971152,0.960253,0.96544,0.964566,0.922148,0.870249,0.895447,0.999742,0.999854,,,
75,2,5.1624675684989035e-06,1.0,319.3,10.093301,0.201839,0.56866,9.120964,0.02972,0.999589,0.967224,0.972248,0.97204,0.96007,0.966611,0.96515,0.918992,0.86871,0.893144,0.99974,0.999848,33.3,10.31531,0.202373,0.572241,9.338323,0.029415,0.999597,0.966744,0.971743,0.971231,0.960242,0.965575,0.964927,0.920543,0.872025,0.895627,0.999746,0.999851,,,
76,2,5.0541643311502e-06,1.0,335.7,10.064555,0.200907,0.568903,9.093838,0.029629,0.99959,0.967483,0.972905,0.971609,0.960832,0.967225,0.964844,0.919173,0.869003,0.893384,0.99974,0.999849,36.5,10.276248,0.20065,0.571211,9.303738,0.029289,0.999599,0.966918,0.971924,0.971581,0.960569,0.965474,0.96504,0.919553,0.874127,0.896265,0.99975,0.999848,,,
77,2,4.945835668849802e-06,1.0,339.6,10.034004,0.200991,0.567649,9.064373,0.029529,0.999591,0.967814,0.97281,0.972085,0.961066,0.96732,0.965787,0.919599,0.869408,0.893799,0.999741,0.999849,34.8,10.267754,0.201371,0.571427,9.293585,0.029256,0.999598,0.967166,0.972093,0.971637,0.96093,0.965756,0.965412,0.919656,0.873408,0.895935,0.999749,0.999849,,,
78,2,4.837532431501099e-06,1.0,321.4,10.025174,0.2003,0.566961,9.057613,0.029511,0.999592,0.967653,0.972611,0.972536,0.960728,0.967138,0.965253,0.919658,0.869616,0.893937,0.999742,0.999849,33.8,10.214704,0.200483,0.569897,9.243841,0.029076,0.999598,0.967421,0.972206,0.971761,0.961223,0.966241,0.965671,0.920242,0.872733,0.895858,0.999747,0.99985,,,
79,2,4.729305457072914e-06,1.0,321.3,9.992312,0.200553,0.566547,9.02466,0.029383,0.999591,0.968052,0.973095,0.972582,0.961459,0.967303,0.965821,0.919259,0.869462,0.893667,0.999741,0.999849,34.1,10.275326,0.200369,0.570032,9.304557,0.029341,0.999599,0.967251,0.972228,0.971525,0.961156,0.96597,0.965378,0.918075,0.87587,0.896476,0.999754,0.999845,,,
80,2,4.62120554773595e-06,1.0,325.0,9.987432,0.200629,0.566994,9.019179,0.029357,0.99959,0.9681,0.973496,0.971983,0.961385,0.967773,0.965862,0.91947,0.868992,0.893519,0.99974,0.999849,33.8,10.201214,0.200249,0.568497,9.232218,0.029045,0.9996,0.967594,0.972194,0.972201,0.961325,0.966038,0.966213,0.918839,0.87569,0.896746,0.999753,0.999846,,,
81,2,4.513283446016052e-06,1.0,330.6,9.961159,0.199951,0.565765,8.995492,0.029275,0.999591,0.968159,0.97311,0.972299,0.961617,0.967521,0.96625,0.919193,0.869819,0.893825,0.999742,0.999848,34.2,10.179586,0.200101,0.569079,9.210305,0.028991,0.999599,0.967739,0.972409,0.972382,0.961629,0.966218,0.966055,0.920116,0.873565,0.896236,0.999749,0.999849,,,
82,2,4.405589810975469e-06,1.0,323.5,9.93408,0.199536,0.564785,8.970224,0.029188,0.999592,0.968627,0.973615,0.972875,0.962178,0.967931,0.966536,0.91946,0.869799,0.89394,0.999742,0.999849,34.0,10.16846,0.199629,0.569663,9.199539,0.02895,0.999599,0.967691,0.972296,0.972258,0.961652,0.966478,0.965773,0.921259,0.872362,0.896144,0.999747,0.999852,,,
83,2,4.29817519443328e-06,1.0,325.8,9.921321,0.199094,0.563639,8.959495,0.029147,0.999593,0.968732,0.97332,0.972794,0.962376,0.968423,0.966748,0.919406,0.87045,0.894258,0.999743,0.999849,34.2,10.21952,0.199493,0.569224,9.251311,0.029177,0.9996,0.967824,0.972758,0.972382,0.961505,0.966658,0.965818,0.919729,0.874532,0.896561,0.999751,0.999848,,,
84,2,4.1910900172361774e-06,1.0,320.1,9.893475,0.198893,0.563883,8.931805,0.029065,0.999593,0.968734,0.9732,0.973338,0.962218,0.968224,0.966689,0.919431,0.870199,0.894138,0.999743,0.999849,33.8,10.134371,0.19865,0.568214,9.168858,0.028836,0.999599,0.968023,0.972657,0.972303,0.962069,0.966951,0.966134,0.920459,0.873115,0.896163,0.999748,0.99985,,,
85,2,4.084384545590721e-06,1.0,319.2,9.882061,0.198386,0.563608,8.921682,0.029035,0.999593,0.968674,0.973279,0.973265,0.962254,0.968015,0.966557,0.91959,0.870464,0.894353,0.999743,0.999849,34.2,10.096771,0.19884,0.567369,9.131723,0.028714,0.9996,0.968318,0.972871,0.972664,0.962509,0.967008,0.96654,0.919695,0.874386,0.896468,0.999751,0.999848,,,
86,2,3.978108867468177e-06,1.0,324.1,9.868404,0.198182,0.563516,8.908524,0.029003,0.999592,0.968853,0.973226,0.973651,0.962599,0.968143,0.966646,0.919221,0.869949,0.893906,0.999742,0.999849,33.6,10.08409,0.198374,0.56526,9.122083,0.02866,0.999601,0.968316,0.972961,0.972607,0.962768,0.966816,0.966427,0.918922,0.876151,0.897027,0.999754,0.999847,,,
87,2,3.872312869093029e-06,1.0,331.2,9.846202,0.19807,0.561573,8.888488,0.028919,0.999594,0.968965,0.974026,0.972893,0.962232,0.969448,0.966227,0.919884,0.870703,0.894618,0.999744,0.99985,35.7,10.066573,0.198079,0.565964,9.104451,0.028607,0.999602,0.968449,0.972871,0.972799,0.962926,0.966996,0.966653,0.920762,0.874251,0.896904,0.99975,0.999851,,,
88,2,3.7670462115261914e-06,1.0,362.3,9.850699,0.198464,0.562113,8.891659,0.028903,0.999594,0.968788,0.973449,0.973167,0.962571,0.968039,0.966717,0.919729,0.870452,0.894412,0.999743,0.999849,33.9,10.102476,0.198185,0.56619,9.139917,0.028784,0.999601,0.968684,0.97322,0.972979,0.962757,0.967549,0.966912,0.920178,0.874184,0.896591,0.99975,0.999849,,,
89,2,3.6623583073538966e-06,1.0,323.2,9.826082,0.197094,0.561583,8.870311,0.028865,0.999593,0.968967,0.974205,0.973101,0.962689,0.968676,0.966167,0.919506,0.870379,0.894269,0.999743,0.999849,34.2,10.044419,0.197722,0.565129,9.083846,0.028558,0.999603,0.968582,0.973051,0.972641,0.96305,0.967335,0.966833,0.91819,0.877972,0.897631,0.999758,0.999845,,,
90,2,3.558298297493247e-06,1.0,324.4,9.792436,0.196863,0.560442,8.838269,0.028759,0.999595,0.969408,0.974007,0.973775,0.963093,0.96952,0.966645,0.919935,0.870987,0.894792,0.999744,0.99985,33.8,10.058025,0.197632,0.565469,9.097291,0.02861,0.999601,0.968774,0.973119,0.9729,0.963174,0.967594,0.967081,0.92067,0.873801,0.896623,0.99975,0.999851,,,
91,2,3.4549150281252648e-06,1.0,318.7,9.789771,0.196315,0.560478,8.836662,0.02873,0.999594,0.969309,0.974027,0.97334,0.963386,0.969104,0.966691,0.919766,0.870801,0.894614,0.999744,0.999849,34.1,10.074641,0.197532,0.565302,9.114274,0.028686,0.999601,0.968817,0.973344,0.972855,0.963433,0.967459,0.966991,0.920225,0.874476,0.896767,0.999751,0.99985,,,
92,2,3.3522570277662994e-06,1.0,320.5,9.791837,0.196872,0.561295,8.836799,0.028722,0.999594,0.969225,0.974193,0.973347,0.96329,0.968055,0.967242,0.919659,0.870953,0.894644,0.999744,0.999849,33.6,10.048787,0.19772,0.56333,9.090017,0.028587,0.999602,0.968932,0.973006,0.97307,0.963399,0.967718,0.967465,0.92051,0.874498,0.896914,0.999751,0.99985,,,
93,2,3.2503724844885576e-06,1.0,323.5,9.766724,0.195998,0.559857,8.814872,0.028655,0.999595,0.969336,0.974002,0.97325,0.963584,0.968517,0.967328,0.919756,0.87142,0.894936,0.999745,0.999849,34.3,9.992792,0.196906,0.561886,9.037094,0.028375,0.999604,0.969008,0.973299,0.973013,0.963941,0.96756,0.967228,0.919618,0.876567,0.897577,0.999755,0.999848,,,
94,2,3.1493092233004288e-06,1.0,323.5,9.749446,0.195873,0.559108,8.798591,0.028584,0.999595,0.969634,0.97399,0.973992,0.963914,0.969145,0.967129,0.92013,0.870762,0.894765,0.999744,0.99985,33.8,10.003945,0.196484,0.561475,9.049501,0.028438,0.999604,0.969114,0.973581,0.973385,0.963918,0.967425,0.967262,0.919349,0.87723,0.897796,0.999756,0.999847,,,
95,2,3.049114683697228e-06,1.0,323.0,9.73014,0.195902,0.558033,8.780303,0.028555,0.999596,0.969638,0.974086,0.973866,0.963716,0.969309,0.967216,0.920627,0.871012,0.895133,0.999744,0.999851,34.0,9.960291,0.196376,0.562029,9.005509,0.028277,0.999602,0.96923,0.973604,0.973171,0.963929,0.968068,0.967375,0.919766,0.875488,0.897081,0.999753,0.999848,,,
96,2,2.9498358973929206e-06,1.0,324.4,9.7077,0.196078,0.559898,8.755646,0.028453,0.999594,0.96987,0.974886,0.973568,0.96419,0.969274,0.967433,0.919502,0.871035,0.894612,0.999744,0.999849,36.5,9.996111,0.196288,0.561424,9.04211,0.02843,0.999603,0.969365,0.973626,0.973171,0.964549,0.967763,0.967713,0.92079,0.874858,0.897237,0.999752,0.999851,,,
97,2,2.851519466243242e-06,1.0,328.7,9.716621,0.196006,0.558062,8.766547,0.028491,0.999595,0.969629,0.9741,0.973612,0.963798,0.968919,0.967719,0.919996,0.870706,0.894673,0.999744,0.99985,33.9,9.950616,0.196188,0.562555,8.995686,0.028257,0.999603,0.969374,0.973683,0.973385,0.963929,0.968226,0.967645,0.91973,0.875836,0.897247,0.999754,0.999848,,,
98,2,2.7542115403706046e-06,1.0,319.7,9.708879,0.19581,0.558259,8.759,0.028463,0.999595,0.969725,0.97412,0.973781,0.964331,0.96928,0.967116,0.920121,0.870886,0.894827,0.999744,0.99985,33.7,9.928849,0.196145,0.561807,8.974753,0.028181,0.999603,0.969457,0.973773,0.973363,0.96438,0.96791,0.96786,0.920588,0.875173,0.897306,0.999752,0.99985,,,
99,2,2.6579577965010496e-06,1.0,335.0,9.697731,0.194768,0.55818,8.750014,0.028426,0.999595,0.969925,0.974736,0.973823,0.964018,0.969738,0.96731,0.919913,0.871117,0.89485,0.999745,0.99985,34.2,9.933494,0.196411,0.5621,8.978572,0.028193,0.999603,0.969534,0.973615,0.973329,0.964425,0.968395,0.967905,0.920235,0.875375,0.897245,0.999753,0.999849,,,
100,2,2.5628034165234045e-06,1.0,323.9,9.687418,0.195842,0.558296,8.737439,0.028388,0.999595,0.969947,0.974785,0.973949,0.964568,0.969042,0.967393,0.91992,0.871291,0.894945,0.999745,0.99985,33.7,9.910674,0.196044,0.562482,8.956104,0.028133,0.999602,0.969498,0.973897,0.973667,0.964076,0.968136,0.967713,0.920542,0.874622,0.896995,0.999751,0.99985,,,
101,2,2.4687930662807296e-06,1.0,322.5,9.684692,0.195111,0.55731,8.737159,0.028366,0.999597,0.970055,0.974751,0.973703,0.964179,0.969815,0.967826,0.920231,0.871643,0.895278,0.999746,0.99985,34.1,9.897287,0.195044,0.560049,8.94715,0.02809,0.999604,0.96978,0.973795,0.973611,0.964831,0.968542,0.968119,0.920918,0.875207,0.89748,0.999752,0.999851,,,
102,2,2.375970874603997e-06,1.0,323.6,9.671773,0.195112,0.557769,8.72378,0.02833,0.999595,0.970095,0.974595,0.973752,0.964673,0.969538,0.967919,0.919677,0.871038,0.894697,0.999744,0.999849,33.7,9.887414,0.195419,0.560759,8.935817,0.028042,0.999604,0.969735,0.973852,0.973498,0.964707,0.968406,0.96821,0.919523,0.876848,0.897678,0.999756,0.999848,,,
103,2,2.284380412597835e-06,1.0,318.3,9.661333,0.194963,0.556884,8.714522,0.028312,0.999596,0.970095,0.974473,0.9741,0.964625,0.969272,0.968005,0.91983,0.87142,0.894971,0.999745,0.99985,34.1,9.892177,0.195316,0.561623,8.939921,0.028062,0.999604,0.969723,0.973931,0.973746,0.964583,0.968474,0.967882,0.920181,0.876027,0.897561,0.999754,0.999849,,,
104,2,2.1940646731880883e-06,1.0,320.2,9.650131,0.195265,0.556525,8.703077,0.028283,0.999596,0.970038,0.974529,0.974171,0.965048,0.968995,0.967449,0.920622,0.870956,0.895101,0.999744,0.999851,33.8,9.870276,0.195144,0.560294,8.919693,0.028003,0.999603,0.969832,0.973976,0.973825,0.964527,0.968756,0.968074,0.920611,0.875184,0.897323,0.999752,0.99985,,,
105,2,2.1050660509407574e-06,1.0,321.3,9.641289,0.195005,0.556691,8.694588,0.028236,0.999595,0.970249,0.974879,0.973922,0.964969,0.969668,0.967809,0.919956,0.8711,0.894861,0.999745,0.99985,33.7,9.870017,0.195125,0.558955,8.920813,0.027996,0.999605,0.969857,0.973897,0.973577,0.96491,0.968587,0.968311,0.921594,0.875341,0.897872,0.999753,0.999852,,,
106,2,2.017426322161828e-06,1.0,323.4,9.630011,0.193732,0.556224,8.686323,0.028231,0.999594,0.970211,0.974617,0.974359,0.964458,0.970246,0.967375,0.9197,0.87092,0.894645,0.999744,0.999849,33.5,9.890462,0.195061,0.559959,8.940382,0.028062,0.999605,0.969548,0.973931,0.973645,0.9642,0.968012,0.96795,0.920397,0.876398,0.897859,0.999755,0.99985,,,
107,2,1.9311866252873126e-06,1.0,319.7,9.616439,0.193927,0.555904,8.67268,0.028157,0.999596,0.970528,0.975068,0.974335,0.965443,0.970613,0.967182,0.920124,0.871147,0.894966,0.999745,0.99985,33.6,9.845925,0.195099,0.560108,8.89562,0.027906,0.999604,0.96983,0.973931,0.973679,0.964752,0.968497,0.968289,0.92189,0.874037,0.897326,0.99975,0.999853,,,
108,2,1.8463874415726899e-06,1.0,320.8,9.621993,0.194015,0.555799,8.678164,0.028179,0.999597,0.970232,0.975174,0.974087,0.964447,0.969502,0.967949,0.920443,0.871561,0.895335,0.999746,0.999851,33.8,9.853466,0.19498,0.559765,8.903741,0.027941,0.999604,0.969818,0.974032,0.973667,0.964662,0.968688,0.96804,0.922538,0.873397,0.897295,0.999749,0.999854,,,
109,2,1.7630685760908621e-06,1.0,324.9,9.623854,0.19424,0.555112,8.680262,0.028185,0.999596,0.970152,0.974296,0.974209,0.964614,0.96966,0.967983,0.920287,0.871435,0.895195,0.999745,0.99985,35.0,9.84002,0.194795,0.55947,8.89096,0.027902,0.999604,0.969888,0.974134,0.973622,0.964752,0.968632,0.9683,0.920774,0.875184,0.8974,0.999752,0.999851,,,
110,2,1.6812691390474788e-06,1.0,332.2,9.605163,0.194209,0.555486,8.661259,0.028119,0.999596,0.970519,0.974648,0.974699,0.965364,0.969841,0.968042,0.920089,0.871449,0.895109,0.999745,0.99985,34.3,9.835659,0.194792,0.559788,8.886286,0.027882,0.999605,0.970105,0.974213,0.973961,0.965395,0.968508,0.968446,0.919328,0.877365,0.897857,0.999757,0.999847,,,
