epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
114,28509.1,0.57172,0.04783,0.04172,0.22756,0.00805,0,0.99293,0.9928,0.99373,0.94295,0.99096,0.99045,0.99351,0.99349,0.38856,0.0155,0.00536,0.11898,0.00763,0,0.000454008,0.000454008,0.000454008
115,28765.5,0.57066,0.04671,0.04111,0.22812,0.00802,0,0.99583,0.98992,0.99374,0.94287,0.99483,0.98757,0.9935,0.99348,0.38824,0.01549,0.00534,0.11865,0.00762,0,0.000432482,0.000432482,0.000432482
116,29021.7,0.56789,0.04608,0.0413,0.22517,0.008,0,0.99542,0.99058,0.99374,0.94282,0.99375,0.98809,0.99349,0.99347,0.38806,0.01546,0.00535,0.11857,0.00762,0,0.00041143,0.00041143,0.00041143
117,29278,0.56973,0.04438,0.0408,0.22766,0.00802,0,0.995,0.99034,0.99372,0.94281,0.99374,0.9877,0.99347,0.99346,0.38777,0.01544,0.00532,0.11852,0.00762,0,0.000390862,0.000390862,0.000390862
118,29534.5,0.56761,0.04582,0.03973,0.22718,0.00798,0,0.9954,0.99103,0.99374,0.94279,0.99356,0.98857,0.99349,0.99347,0.38756,0.01547,0.0053,0.11823,0.00761,0,0.000370788,0.000370788,0.000370788
119,29789.5,0.56567,0.04538,0.03987,0.22556,0.00798,0,0.99462,0.99084,0.99373,0.94262,0.99255,0.98848,0.99349,0.99347,0.38719,0.01546,0.00529,0.11786,0.00761,0,0.000351215,0.000351215,0.000351215
120,30045.7,0.56653,0.04638,0.04009,0.22509,0.00795,0,0.99293,0.99249,0.99372,0.9427,0.9928,0.98783,0.99349,0.99347,0.38669,0.01545,0.00527,0.11794,0.0076,0,0.000332153,0.000332153,0.000332153
121,30301.5,0.56389,0.04496,0.04105,0.2255,0.0079,0,0.99228,0.99296,0.9937,0.94288,0.99241,0.98809,0.99338,0.99336,0.38635,0.01544,0.00524,0.11825,0.0076,0,0.00031361,0.00031361,0.00031361
122,30557.1,0.56424,0.04555,0.04003,0.22633,0.00795,0,0.99425,0.99149,0.99372,0.94302,0.9923,0.98927,0.99347,0.99346,0.38607,0.01544,0.00523,0.11752,0.00759,0,0.000295593,0.000295593,0.000295593
123,30814.4,0.5618,0.04463,0.0412,0.22238,0.00791,0,0.99389,0.99189,0.99372,0.94358,0.99229,0.98966,0.99351,0.99349,0.38567,0.01543,0.00541,0.11746,0.00759,0,0.000278112,0.000278112,0.000278112
124,31070.9,0.56372,0.04536,0.04013,0.22218,0.00789,0,0.99392,0.99228,0.99371,0.94305,0.99196,0.99032,0.99357,0.99356,0.38572,0.01542,0.0054,0.11776,0.00759,0,0.000261173,0.000261173,0.000261173
125,31326.4,0.56409,0.04482,0.04026,0.22488,0.00795,0,0.99424,0.99317,0.99372,0.94375,0.99214,0.99106,0.99359,0.99357,0.3854,0.01542,0.00542,0.11792,0.00758,0,0.000244784,0.000244784,0.000244784
126,31582.4,0.56424,0.04407,0.03985,0.22274,0.00791,0,0.99384,0.99209,0.99371,0.9439,0.99187,0.99013,0.99357,0.99356,0.38563,0.01561,0.00551,0.11791,0.00759,0,0.000228952,0.000228952,0.000228952
127,31838.3,0.56493,0.04555,0.04083,0.22421,0.0079,0,0.99322,0.99241,0.99371,0.94403,0.99104,0.99045,0.99357,0.99355,0.38544,0.01562,0.00548,0.11786,0.00759,0,0.000213685,0.000213685,0.000213685
128,32092.9,0.55954,0.04428,0.039,0.22091,0.00788,0,0.99423,0.99189,0.99372,0.94423,0.99213,0.98972,0.99358,0.99357,0.38535,0.01561,0.00548,0.11762,0.00759,0,0.000198988,0.000198988,0.000198988
129,32349,0.55759,0.04506,0.04022,0.22076,0.00785,0,0.99488,0.99202,0.99372,0.9443,0.99291,0.99001,0.99358,0.99357,0.38485,0.01537,0.00535,0.11776,0.00757,0,0.000184868,0.000184868,0.000184868
130,32604.8,0.56066,0.04378,0.04012,0.22073,0.00789,0,0.99298,0.9932,0.99371,0.94417,0.99088,0.9911,0.99357,0.99356,0.38459,0.01536,0.00534,0.11754,0.00757,0,0.000171332,0.000171332,0.000171332
131,32863.1,0.39496,0.023,0.00739,0.12491,0.00771,0,0.99281,0.99331,0.99372,0.94419,0.99125,0.99084,0.9935,0.99349,0.38475,0.01535,0.0052,0.11708,0.00758,0,0.000158385,0.000158385,0.000158385
132,33118.1,0.38632,0.02256,0.00731,0.11684,0.00749,0,0.9928,0.99372,0.99373,0.94428,0.9946,0.98809,0.99347,0.99345,0.38431,0.01534,0.00517,0.11639,0.00757,0,0.000146033,0.000146033,0.000146033
133,33374.1,0.38253,0.02362,0.00745,0.11757,0.00739,0,0.99262,0.99333,0.99372,0.94428,0.99066,0.99123,0.99335,0.99333,0.38416,0.01531,0.00494,0.1164,0.00757,0,0.000134282,0.000134282,0.000134282
134,33630.8,0.38086,0.02179,0.00663,0.11579,0.00735,0,0.99267,0.99232,0.99372,0.9444,0.99359,0.98718,0.99336,0.99334,0.38402,0.01529,0.00492,0.11644,0.00757,0,0.000123136,0.000123136,0.000123136
135,33886.6,0.38022,0.0209,0.00653,0.11564,0.00736,0,0.99277,0.99424,0.99373,0.94457,0.99068,0.99215,0.99345,0.99344,0.38415,0.01527,0.0049,0.11544,0.00757,0,0.000112601,0.000112601,0.000112601
136,34143.1,0.37925,0.02104,0.00642,0.11554,0.00731,0,0.99307,0.99399,0.99374,0.94456,0.99111,0.99186,0.99354,0.99353,0.38375,0.01526,0.00488,0.11536,0.00756,0,0.000102681,0.000102681,0.000102681
137,34399,0.3758,0.02205,0.0074,0.11414,0.00722,0,0.99301,0.99424,0.99375,0.94456,0.99364,0.98979,0.99357,0.99356,0.38356,0.01524,0.00486,0.11465,0.00756,0,9.33805e-05,9.33805e-05,9.33805e-05
138,34654.6,0.37706,0.02199,0.00668,0.11447,0.00729,0,0.99323,0.9945,0.99376,0.94457,0.99419,0.99019,0.99359,0.99358,0.38345,0.01522,0.00484,0.11422,0.00756,0,8.47036e-05,8.47036e-05,8.47036e-05
139,34910.9,0.37644,0.02197,0.00675,0.1137,0.00724,0,0.9929,0.99477,0.99376,0.94472,0.99357,0.99049,0.9936,0.99359,0.38324,0.0152,0.00483,0.11371,0.00755,0,7.6654e-05,7.6654e-05,7.6654e-05
140,35168,0.3759,0.02115,0.00628,0.11489,0.00721,0,0.99462,0.99372,0.99377,0.94481,0.99292,0.99176,0.99361,0.9936,0.38299,0.01519,0.00481,0.11322,0.00755,0,6.92353e-05,6.92353e-05,6.92353e-05
141,35422.6,0.37432,0.02087,0.00674,0.11259,0.0072,0,0.99178,0.99421,0.99377,0.94486,0.99213,0.98979,0.9936,0.99359,0.38293,0.01517,0.0048,0.11413,0.00755,0,6.24508e-05,6.24508e-05,6.24508e-05
142,35677.6,0.37387,0.02165,0.00629,0.11368,0.00717,0,0.99307,0.9938,0.99379,0.94499,0.99166,0.99176,0.99362,0.99361,0.38262,0.01516,0.00479,0.11351,0.00754,0,5.63034e-05,5.63034e-05,5.63034e-05
143,35934.1,0.37375,0.02142,0.00638,0.11333,0.00716,0,0.99617,0.99176,0.9938,0.94492,0.99433,0.98992,0.99364,0.99363,0.38244,0.01514,0.00478,0.11305,0.00754,0,5.07959e-05,5.07959e-05,5.07959e-05
144,36189.6,0.37496,0.0219,0.00604,0.1137,0.0072,0,0.99521,0.99228,0.99382,0.94485,0.99331,0.99047,0.99366,0.99364,0.38238,0.01513,0.00477,0.11302,0.00754,0,4.59306e-05,4.59306e-05,4.59306e-05
145,36445.3,0.37454,0.02056,0.00641,0.11294,0.0072,0,0.99606,0.9918,0.99383,0.94483,0.99422,0.99001,0.99367,0.99366,0.38209,0.01511,0.00476,0.11311,0.00754,0,4.17097e-05,4.17097e-05,4.17097e-05
146,36699.8,0.37222,0.02147,0.00579,0.1136,0.00716,0,0.99517,0.99228,0.99383,0.94497,0.99339,0.99045,0.99368,0.99367,0.38195,0.0151,0.00475,0.11339,0.00753,0,3.8135e-05,3.8135e-05,3.8135e-05
147,36954.9,0.37229,0.02022,0.00631,0.11285,0.00715,0,0.99541,0.9925,0.99384,0.94501,0.99344,0.99051,0.99369,0.99368,0.38184,0.01509,0.00474,0.1132,0.00753,0,3.52081e-05,3.52081e-05,3.52081e-05
148,37210.8,0.37086,0.02025,0.00619,0.11258,0.00714,0,0.99565,0.99149,0.99385,0.94503,0.99395,0.98953,0.99369,0.99367,0.38133,0.01505,0.00473,0.11319,0.00752,0,3.29303e-05,3.29303e-05,3.29303e-05
149,37466.8,0.37214,0.02102,0.00608,0.11224,0.00716,0,0.99478,0.99215,0.99385,0.94519,0.99278,0.99019,0.9937,0.99368,0.38131,0.01504,0.00473,0.11335,0.00752,0,3.13026e-05,3.13026e-05,3.13026e-05
150,37722.1,0.37136,0.02048,0.00544,0.11226,0.00713,0,0.99477,0.99241,0.99386,0.94515,0.99281,0.99045,0.99372,0.9937,0.38129,0.01503,0.00472,0.11274,0.00752,0,3.03257e-05,3.03257e-05,3.03257e-05
