epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
92,27310.5,0.63403,0.05748,0.04665,0.25506,0.00895,0,0.99316,0.99058,0.99354,0.93194,0.99146,0.98888,0.99342,0.9934,0.42819,0.01974,0.0073,0.1283,0.00834,0,0.00171106,0.00171106,0.00171106
93,27559,0.63204,0.05783,0.04705,0.25191,0.00894,0,0.99317,0.98928,0.99371,0.93233,0.99146,0.98758,0.99356,0.99354,0.42719,0.01967,0.00738,0.12904,0.00832,0,0.00166228,0.00166228,0.00166228
94,27807,0.63129,0.05855,0.0471,0.25273,0.0089,0,0.99306,0.99196,0.99375,0.9329,0.99159,0.99019,0.99361,0.99358,0.42592,0.01964,0.00736,0.12728,0.00829,0,0.00161389,0.00161389,0.00161389
95,28055.1,0.63131,0.05655,0.04541,0.25201,0.00893,0,0.99388,0.99149,0.9937,0.93287,0.99223,0.98979,0.99356,0.99353,0.42502,0.01959,0.00735,0.12629,0.00828,0,0.0015659,0.0015659,0.0015659
96,28302.5,0.63214,0.05925,0.04703,0.25269,0.00896,0.00122,0.99427,0.99058,0.99368,0.93372,0.99257,0.98888,0.99353,0.99351,0.42437,0.01954,0.00735,0.1264,0.00826,0,0.00151833,0.00151833,0.00151833
97,28550.6,0.62764,0.05336,0.04586,0.25055,0.00885,0,0.99419,0.99032,0.99363,0.93459,0.99251,0.98808,0.99348,0.99346,0.42318,0.01937,0.00726,0.12652,0.00824,0,0.0014712,0.0014712,0.0014712
98,28799.3,0.6283,0.05811,0.04613,0.25164,0.00887,0,0.99422,0.99228,0.99372,0.93507,0.99239,0.99034,0.99361,0.9936,0.42216,0.01934,0.00731,0.12532,0.00822,0,0.00142453,0.00142453,0.00142453
99,29047.4,0.62661,0.05719,0.04504,0.24691,0.00888,0,0.99361,0.99005,0.99372,0.93496,0.99185,0.98773,0.99358,0.99356,0.42123,0.01931,0.0073,0.12677,0.0082,0,0.00137834,0.00137834,0.00137834
100,29294.8,0.62334,0.05731,0.04528,0.2458,0.00875,0,0.9936,0.9911,0.99376,0.93535,0.99203,0.98875,0.99363,0.99361,0.42031,0.01928,0.00731,0.12559,0.00818,0,0.00133266,0.00133266,0.00133266
101,29542,0.6242,0.05673,0.04449,0.24852,0.00881,0,0.99474,0.9907,0.99378,0.93555,0.99301,0.98862,0.99363,0.99361,0.41939,0.01923,0.0073,0.12537,0.00817,0,0.0012875,0.0012875,0.0012875
