epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
110,22635.5,0.56584,0.04911,0.04063,0.22054,0.0079,0,0.9921,0.99372,0.99354,0.94721,0.99007,0.99162,0.99342,0.99336,0.37605,0.01713,0.00549,0.11503,0.00734,0,0.00054467,0.00054467,0.00054467
111,22834.6,0.56559,0.04756,0.04246,0.22318,0.0079,0,0.99276,0.99293,0.99354,0.94747,0.99089,0.99084,0.99341,0.99334,0.37561,0.0171,0.00547,0.11496,0.00734,0,0.000521341,0.000521341,0.000521341
112,23038.1,0.56122,0.04704,0.04067,0.22097,0.00785,0,0.99319,0.99292,0.99352,0.94755,0.99123,0.99089,0.99338,0.99331,0.37499,0.01707,0.00537,0.11431,0.00733,0,0.000498448,0.000498448,0.000498448
113,23243.5,0.56109,0.04844,0.04131,0.22049,0.00785,0,0.99165,0.9941,0.99361,0.94768,0.99039,0.99149,0.99348,0.99343,0.37458,0.01704,0.00529,0.11456,0.00732,0,0.000476,0.000476,0.000476
114,23453.9,0.56176,0.04732,0.04121,0.22131,0.00784,0,0.99268,0.99333,0.99373,0.94752,0.99072,0.99136,0.9936,0.99354,0.37439,0.01742,0.00531,0.11314,0.00731,0,0.000454008,0.000454008,0.000454008
115,23660.1,0.56074,0.04729,0.03985,0.2223,0.00784,0,0.9932,0.99343,0.99375,0.94759,0.99152,0.99123,0.99362,0.99356,0.37388,0.0174,0.00529,0.11282,0.0073,0,0.000432482,0.000432482,0.000432482
116,23865,0.56072,0.04667,0.04047,0.2233,0.00784,0,0.99385,0.99367,0.99373,0.94756,0.99188,0.99144,0.99362,0.99355,0.37356,0.01737,0.00527,0.11286,0.00729,0,0.00041143,0.00041143,0.00041143
117,24075,0.55991,0.04718,0.04074,0.22054,0.00783,0,0.9937,0.99359,0.99373,0.94772,0.99188,0.99123,0.99362,0.99356,0.37311,0.01734,0.00525,0.11295,0.00729,0,0.000390862,0.000390862,0.000390862
118,24274.1,0.55369,0.04563,0.0402,0.21728,0.00777,0,0.99424,0.99306,0.99373,0.94782,0.99292,0.99077,0.99363,0.99359,0.37273,0.01731,0.00523,0.11243,0.00728,0,0.000370788,0.000370788,0.000370788
119,24479.7,0.56027,0.04686,0.04011,0.2198,0.00785,0,0.99385,0.99344,0.99365,0.94754,0.99201,0.99095,0.99353,0.99349,0.37253,0.01729,0.00535,0.11224,0.00727,0,0.000351215,0.000351215,0.000351215
120,24677.8,0.55659,0.04822,0.04069,0.21848,0.00775,0,0.99411,0.99388,0.99374,0.94779,0.99222,0.99176,0.99361,0.99358,0.37228,0.01728,0.00525,0.11219,0.00727,0,0.000332153,0.000332153,0.000332153
121,24876.6,0.55642,0.04796,0.04142,0.21854,0.00777,0,0.99437,0.9932,0.99377,0.94794,0.99253,0.99111,0.99366,0.99362,0.37192,0.01725,0.00524,0.11234,0.00726,0,0.00031361,0.00031361,0.00031361
122,25076.6,0.55771,0.04692,0.0411,0.21885,0.00778,0,0.99411,0.99241,0.99374,0.94799,0.9938,0.98901,0.99361,0.99357,0.37153,0.01724,0.00521,0.11223,0.00725,0,0.000295593,0.000295593,0.000295593
123,25279.5,0.55151,0.04671,0.04016,0.21466,0.00768,0,0.99359,0.9932,0.9936,0.94784,0.99325,0.98979,0.99347,0.99343,0.37136,0.01722,0.00512,0.11174,0.00724,0,0.000278112,0.000278112,0.000278112
124,25483.6,0.55591,0.0455,0.03935,0.21778,0.00778,0,0.99372,0.99395,0.99388,0.94823,0.99226,0.99149,0.99377,0.99373,0.37107,0.01721,0.00512,0.11132,0.00724,0,0.000261173,0.000261173,0.000261173
125,25685.4,0.55348,0.047,0.04019,0.2207,0.00773,0,0.99357,0.99372,0.99362,0.94791,0.99162,0.99154,0.99349,0.99345,0.37086,0.01718,0.0052,0.11156,0.00723,0,0.000244784,0.000244784,0.000244784
126,25889.2,0.55315,0.047,0.04032,0.21702,0.0077,0,0.99369,0.99372,0.99359,0.94779,0.99215,0.99173,0.99349,0.99345,0.37072,0.01715,0.00519,0.11172,0.00723,0,0.000228952,0.000228952,0.000228952
127,26093.5,0.55218,0.04531,0.04034,0.21647,0.00773,0,0.99337,0.99424,0.99358,0.94782,0.99189,0.9921,0.99347,0.99344,0.37034,0.01715,0.00519,0.11176,0.00722,0,0.000213685,0.000213685,0.000213685
128,26297.7,0.5534,0.04633,0.03906,0.21687,0.00774,0,0.99255,0.99376,0.99374,0.94788,0.99136,0.99113,0.99362,0.99357,0.37014,0.01712,0.00518,0.11231,0.00722,0,0.000198988,0.000198988,0.000198988
129,26495.5,0.55283,0.04603,0.03968,0.21787,0.00775,0,0.9936,0.99293,0.99374,0.94781,0.9919,0.9911,0.99363,0.99358,0.36991,0.01711,0.0051,0.11213,0.00722,0,0.000184868,0.000184868,0.000184868
130,26701.4,0.55051,0.0452,0.04051,0.2155,0.00769,0,0.99405,0.99254,0.99373,0.94783,0.99222,0.99071,0.99362,0.99357,0.36964,0.0171,0.0051,0.11185,0.00721,0,0.000171332,0.000171332,0.000171332
131,26909.3,0.39248,0.02403,0.00703,0.12359,0.00762,0,0.99384,0.99223,0.99373,0.94788,0.992,0.9904,0.99362,0.99357,0.36931,0.01705,0.00501,0.11244,0.0072,0,0.000158385,0.000158385,0.000158385
132,27112.4,0.38422,0.02308,0.00703,0.1179,0.0074,0,0.99239,0.9932,0.99373,0.94885,0.99071,0.99123,0.99361,0.99357,0.36879,0.01698,0.00499,0.11275,0.00719,0,0.000146033,0.000146033,0.000146033
133,27320.4,0.3822,0.02369,0.00609,0.11587,0.00735,0,0.99318,0.99228,0.99373,0.94904,0.99135,0.99045,0.99361,0.99357,0.36836,0.01695,0.00498,0.11282,0.00718,0,0.000134282,0.000134282,0.000134282
134,27523.6,0.38146,0.02207,0.00623,0.11584,0.00732,0,0.99139,0.99393,0.99374,0.94892,0.99161,0.99019,0.99363,0.99359,0.36812,0.01689,0.00496,0.11251,0.00717,0,0.000123136,0.000123136,0.000123136
135,27726.5,0.3797,0.02278,0.0066,0.11324,0.00727,0,0.99227,0.99385,0.99374,0.94976,0.99188,0.99054,0.99363,0.99359,0.36763,0.01683,0.00494,0.1123,0.00716,0,0.000112601,0.000112601,0.000112601
136,27932.1,0.37748,0.02289,0.00593,0.11453,0.00722,0,0.99316,0.9928,0.99375,0.94978,0.99133,0.99097,0.99363,0.99358,0.36718,0.01678,0.00493,0.11203,0.00715,0,0.000102681,0.000102681,0.000102681
137,28137.8,0.37478,0.02211,0.00611,0.11382,0.00719,0,0.99256,0.9932,0.99376,0.94986,0.99073,0.99136,0.99364,0.99359,0.36681,0.01674,0.00492,0.11179,0.00714,0,9.33805e-05,9.33805e-05,9.33805e-05
138,28338.3,0.37646,0.02301,0.00597,0.11323,0.00722,0,0.99273,0.9932,0.99376,0.95004,0.9909,0.99136,0.99364,0.99359,0.3665,0.01671,0.00491,0.11148,0.00713,0,8.47036e-05,8.47036e-05,8.47036e-05
139,28544.1,0.37618,0.02205,0.00528,0.11164,0.00723,0,0.9935,0.99267,0.99373,0.95011,0.99166,0.99084,0.9936,0.99355,0.3662,0.01668,0.0049,0.11112,0.00713,0,7.6654e-05,7.6654e-05,7.6654e-05
140,28750,0.37332,0.02212,0.00538,0.11177,0.00714,0,0.993,0.99359,0.99364,0.95002,0.99117,0.99176,0.99352,0.99346,0.36587,0.01663,0.00489,0.111,0.00712,0,6.92353e-05,6.92353e-05,6.92353e-05
141,28951.7,0.37511,0.02239,0.00607,0.11216,0.00717,0,0.99398,0.99215,0.99362,0.95011,0.99215,0.99032,0.99351,0.99345,0.36565,0.01662,0.00489,0.11142,0.00711,0,6.24508e-05,6.24508e-05,6.24508e-05
142,29162,0.37406,0.02272,0.00603,0.11325,0.00716,0,0.99429,0.99149,0.99364,0.95013,0.99255,0.98966,0.99352,0.99346,0.36539,0.01659,0.00487,0.11106,0.00711,0,5.63034e-05,5.63034e-05,5.63034e-05
143,29363.6,0.37613,0.02167,0.0056,0.112,0.00718,0,0.99223,0.99346,0.99362,0.95022,0.9904,0.99163,0.9935,0.99344,0.36518,0.01657,0.00486,0.11092,0.0071,0,5.07959e-05,5.07959e-05,5.07959e-05
144,29566.9,0.37279,0.02155,0.00577,0.1117,0.00713,0,0.99228,0.99284,0.99361,0.95018,0.99045,0.99101,0.9935,0.99344,0.36498,0.01655,0.00485,0.11137,0.00709,0,4.59306e-05,4.59306e-05,4.59306e-05
145,29771.7,0.37301,0.02241,0.00591,0.11132,0.00715,0,0.9907,0.99463,0.9936,0.95016,0.98956,0.99179,0.99348,0.99343,0.3647,0.01653,0.00484,0.11159,0.00709,0,4.17097e-05,4.17097e-05,4.17097e-05
146,29972.1,0.37183,0.02164,0.0055,0.11122,0.00709,0,0.99332,0.99276,0.99362,0.9503,0.99149,0.99088,0.9935,0.99345,0.36457,0.01651,0.00483,0.11113,0.00709,0,3.8135e-05,3.8135e-05,3.8135e-05
147,30177.6,0.37326,0.02124,0.00623,0.11207,0.00713,0,0.99164,0.99382,0.99363,0.95033,0.98982,0.99198,0.99351,0.99345,0.36435,0.0165,0.00481,0.11115,0.00708,0,3.52081e-05,3.52081e-05,3.52081e-05
148,30381.2,0.37157,0.02252,0.00574,0.11279,0.00709,0,0.9924,0.99437,0.99364,0.95045,0.99057,0.99254,0.99352,0.99346,0.36422,0.01648,0.00481,0.11081,0.00708,0,3.29303e-05,3.29303e-05,3.29303e-05
149,30587.6,0.37212,0.02127,0.00553,0.11102,0.0071,0,0.99379,0.99359,0.99367,0.95044,0.99202,0.99175,0.99356,0.9935,0.3641,0.01647,0.00492,0.10984,0.00707,0,3.13026e-05,3.13026e-05,3.13026e-05
150,30792.2,0.37009,0.02145,0.00553,0.11096,0.00708,0,0.99323,0.99398,0.99369,0.95062,0.99152,0.99202,0.99358,0.99352,0.36383,0.01646,0.00492,0.10963,0.00707,0,3.03257e-05,3.03257e-05,3.03257e-05
